"","date","opt JHH","opt SH","opt BMC","opt HCGH","opt SMH","mod JHH","mod SH","mod BMC","mod HCGH","mod SMH","pess JHH","pess SH","pess BMC","pess HCGH","pess SMH"
"252",2020-11-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"253",2020-11-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254",2020-11-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255",2020-11-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"256",2020-11-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"257",2020-11-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"258",2020-11-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"259",2020-11-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"260",2020-11-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"261",2020-11-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"262",2020-11-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"263",2020-11-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"264",2020-11-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"265",2020-11-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"266",2020-11-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"267",2020-11-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"268",2020-11-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"269",2020-11-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"270",2020-11-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"271",2020-11-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"272",2020-11-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"273",2020-11-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"274",2020-11-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275",2020-11-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276",2020-12-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277",2020-12-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278",2020-12-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279",2020-12-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280",2020-12-05,4.03049599419025,3.88662673110485,3.52596057255093,4.37802373642888,2.02660870844444,4.28906420416192,3.33455054474266,3.39107523997552,4.08178702404155,2.56489508458007,2.05480466765633,2.86744175568088,3.2659863237109,1.88561808316413,1.24721912892465
"281",2020-12-06,4.63391996971401,2.54023741458333,3.34191073293988,4.89324815955827,2.14850446324215,4.7448321731406,3.67165475176844,3.21173382350904,4.33856513974334,2.88243239723549,1.24721912892465,2.44948974278318,2.16024689946929,1.69967317119759,2.05480466765633
"282",2020-12-07,4.68538217464157,2.72554057547699,2.88291943865865,6.11037925941406,2.12492496866336,4.58341689279033,3.81967108328476,3.81111961775657,4.61438943817972,2.94210014284828,1.4142135623731,2.16024689946929,2.82842712474619,0.942809041582063,1.24721912892465
"283",2020-12-08,3.87693335574626,2.96062596800896,2.78021435086122,6.7901301421209,1.90159707313916,4.78163708811444,3.89932972956988,4.13159085776762,5.14503550126023,2.73271623266642,0.942809041582063,2.35702260395516,3.2659863237109,2.49443825784929,0.942809041582063
"284",2020-12-09,3.63005453380075,3.57285685725709,3.68809446955017,7.85097160242226,2.25961663716188,4.78464049606326,4.03227382566935,4.3573252782961,5.91660793806181,2.6769342142829,1.88561808316413,3.29983164553722,4.08248290463863,4.78423336480244,1.63299316185545
"285",2020-12-10,4.32054300253275,2.40614646610021,3.53895954962437,7.71296284953891,2.67547440004686,5.08405126911962,4.15509715890826,3.70827707789669,6.71193542162997,2.53683200028673,2.94392028877595,2.49443825784929,3.68178700572909,3.55902608401044,0.471404520791032
"286",2020-12-11,4.19471849655089,3.24096074191161,3.40392930212682,8.71509071223295,1.8461211404743,5.07275210265355,4.57480280587092,3.8396138512119,7.59885210832366,2.44600816206771,2.44948974278318,1.88561808316413,3.39934634239519,5.55777733351102,0.816496580927726
"287",2020-12-12,4.23180378388532,3.65334624358412,3.85499278699132,8.21358692679889,1.96493495763985,5.62462382296867,4.34719925752523,3.60614775056378,7.02925582579632,2.4064005769426,2.94392028877595,2.16024689946929,1.24721912892465,4.64279609239471,1.24721912892465
"288",2020-12-13,4.72455591261534,4.43245797199132,3.47145796577796,7.92599700803808,1.84197099403252,5.78472389990791,4.46305251556326,3.24091508027974,7.14393396871122,2.58500480026343,3.29983164553722,1.88561808316413,1.24721912892465,4.32049379893857,1.4142135623731
"289",2020-12-14,5.36939076086451,5.73244881248451,3.3002396326105,8.70747684815897,1.26571751047638,5.97964786764685,4.56067678592977,3.21650640929699,7.68674919196452,2.73390398290513,4.10960933531265,2.86744175568088,1.4142135623731,6.37704215656966,3.74165738677394
"290",2020-12-15,5.05013133795669,6.6944997222057,3.1515707130229,9.23136567604696,1.58597166508389,6.18890724143716,4.42117518690184,3.03596920288938,7.6299551909704,2.88012255237994,4.64279609239471,3.68178700572909,0.942809041582063,5.90668171555645,3.85861230093008
"291",2020-12-16,4.68170560233541,8.00661397514198,3.08613588389714,9.51066801662475,1.6583123951777,6.51578717497253,4.72182092949187,3.1666890929966,7.89936500834736,2.93306548570155,5.73488351136175,3.77123616632825,2.49443825784929,6.12825877028341,4.02768199119819
"292",2020-12-17,4.20640910409584,7.77522228831132,3.40224265772458,10.1736830366693,1.81967702897957,6.31773738751378,5.22180689678077,3.46074957175598,8.76121378434993,3.05783868188488,4.92160768674447,3.09120616516523,2.16024689946929,7.71722460186015,4.10960933531265
"293",2020-12-18,4.65479235162372,7.56224173112709,3.56427855710704,8.61617783057913,1.9072899889741,6.13928105342425,5.44996647393353,3.43374451761092,8.52607396052976,3.05539580932811,5.43650214343336,2.35702260395516,1.69967317119759,5.71547606649408,4.18993502999218
"294",2020-12-19,4.93064138726352,8.59757915618919,3.98978286964827,9.62644105300286,1.95452118464459,6.30297209155464,6.19704577595827,3.68288905343183,8.64051794988786,3.30673586330043,6.37704215656966,1.24721912892465,2.35702260395516,2.94392028877595,4.92160768674447
"295",2020-12-20,6.14731980755244,8.7411763090162,4.1826902777021,9.79971625994907,2.40110518771023,5.94905733499577,6.22863363491859,3.50277870380602,8.99489886006508,3.60776786419732,5.71547606649408,2.82842712474619,0.471404520791032,3.74165738677394,5.35412613473634
"296",2020-12-21,5.77854494078337,10.1589409700349,3.81123473484403,8.82540396254136,2.39764978464244,5.79341624431458,6.6560909541587,3.81080016184911,9.35341677272232,3.94497910735339,4.64279609239471,1.24721912892465,2.62466929133727,4.98887651569859,5.71547606649408
"297",2020-12-22,5.93448500250004,9.41774269934258,3.76002062521482,8.31115245330278,2.06031501455085,6.28238707071008,6.58792061240059,3.55617436381227,9.13876822401246,4.15028921597663,5.65685424949238,2.94392028877595,1.24721912892465,5.90668171555645,6.54896090146283
"298",2020-12-23,6.01910224508063,9.53698493406868,3.9993621940484,9.31609042551255,2.00859124151984,6.66559523895799,6.88805758027044,3.59302501350416,10.2288638999505,4.06097507325182,5.90668171555645,4.18993502999218,0.816496580927726,5.24933858267454,6.54896090146283
"299",2020-12-24,6.18960616596855,9.19599513541695,3.80252332977319,9.15874735218875,2.31785439136971,6.94501693931083,7.00409749404092,3.82374861698809,10.6945171476484,4.49301236734399,3.85861230093008,2.49443825784929,0.471404520791032,5.24933858267454,5.35412613473634
"300",2020-12-25,5.91036360634299,8.72130864548411,3.88613443106727,9.53190132434987,2.61349519663939,7.25365662637626,7.88582184595785,4.17746106033801,10.8013772655117,4.45092458356323,1.63299316185545,1.69967317119759,1.24721912892465,7.76029781788188,5.31245915016974
"301",2020-12-26,5.71551326100593,8.83602032037279,3.97360551845884,10.06883198544,2.58207122998857,7.16834115012492,8.47843002374611,4.4550619868905,11.6954981325491,4.45464295357595,2.05480466765633,3.68178700572909,2.62466929133727,9.2736184954957,6.16441400296898
"302",2020-12-27,5.14682386704338,8.62069176636146,3.74029356045316,11.3242448052028,2.69258240356725,7.86136058067359,8.54545226914374,4.51048251971657,12.5340409790436,4.66957021224096,0,7.25718035235908,1.69967317119759,8.73053390247253,5.8878405775519
"303",2020-12-28,5.83226423633643,9.14362440976983,3.78419780947356,11.1201692102821,3.14021804780418,8.09954502775827,8.90950454082913,4.97773632688807,12.5088589660974,4.93004384964134,1.24721912892465,7.40870359029762,2.94392028877595,8.83176086632785,6.0184900284226
"304",2020-12-29,5.96022102726716,8.82157316249344,3.62020266655595,10.0855397597202,3.24037034920393,8.26863121405508,9.08931772895298,5.22688696782334,12.9426635422,4.9112569439089,2.16024689946929,8.25967446224258,2.49443825784929,8.17856276425687,5.24933858267454
"305",2020-12-30,6.19166655221981,9.62160356188306,3.56051905181918,9.87498385428801,3.23169886453246,8.71772340718073,8.97743114402006,5.27418811795207,13.1052069480743,4.91888591877522,1.24721912892465,8.33999733546454,2.62466929133727,8.73053390247253,3.55902608401044
"306",2020-12-31,6.86272094547856,8.6043267473702,3.21507926712197,10.0200691471809,3.39642669370535,8.99266084260444,9.35149021751117,5.34522049994234,13.8111252116562,5.20822023251925,2.62466929133727,8.83176086632785,4.54606056566195,9.93310961716756,2.05480466765633
"307",2021-01-01,6.549945474146,7.77817459305202,3.71754664546721,10.5249945465108,3.9504262234522,9.68602127797511,9.77663867312411,5.32289885035307,14.0772677307801,5.09545280765024,5.24933858267454,9.39266853573691,4.54606056566195,8.17856276425687,1.24721912892465
"308",2021-01-02,6.5733692786477,7.9436792996902,3.79110128849017,10.3797782210588,3.84853536943548,9.87018244930982,10.2318865471194,5.50796105035516,14.4152477236606,5.43076633199058,7.11805216802087,11.0453610171873,4.18993502999218,11.8415464455544,0.942809041582063
"309",2021-01-03,6.8332918532008,7.45907200005743,3.69690300613023,11.1394225475954,4.16664965982924,9.96951770022337,10.6264688753922,5.80946279496428,14.6092241214046,5.49192026665011,9.67241208569794,11.5181016954473,6.94422221866655,11.8415464455544,3.77123616632825
"310",2021-01-04,6.5140155019146,7.77522228831132,3.79227867528488,10.6502850397805,4.25989244858006,10.2792990185439,11.5789074668188,6.04569618275895,14.8254185869918,5.44235121563483,11.7284080571728,10.7806410858642,7.58653778449403,11.8602979164381,3.55902608401044
"311",2021-01-05,6.22331035998806,8.36011851785925,3.6679805932765,10.5169324114467,4.08503365959205,10.4965664689634,12.3525308115334,6.15553355087914,15.5822992942164,5.35359554968751,9.53356643071673,10.6562449087639,9.2736184954957,8.5764535535124,4.18993502999218
"312",2021-01-06,6.47916598311347,8.40333692223342,4.09890478154388,11.1205706614694,3.98258325559618,10.5458137267891,12.6176051894753,6.42940348096252,15.8438017243371,5.48073634681835,12.7104506432917,11.9536140513607,10.4986771653491,8.37987005998436,3.55902608401044
"313",2021-01-07,7.13106168928067,8.30815925485794,4.02083223185632,10.6766003914339,4.20034012228262,10.7871437636979,13.3117429285986,6.75936286077178,15.79846801407,5.39837380486331,11.8602979164381,10.9848380355227,9.62635271879577,7.36357401145817,2.94392028877595
"314",2021-01-08,7.62447723199594,8.44187811582523,4.79197351871665,10.993678610354,4.48352995042149,10.881152538295,13.6192797929764,6.9901318316685,16.7158805902396,5.68394935350643,15.121728296285,9.56846672960488,9.39266853573691,6.12825877028341,3.77123616632825
"315",2021-01-09,7.49038499323892,8.70806276635953,4.68279525802393,11.2979138403007,4.93878341625274,11.0553719193568,13.916309268756,6.90528640083631,17.8080331582093,5.87858375258236,14.0079342596338,7.87400787401181,7.76029781788188,7.48331477354788,4.71404520791032
"316",2021-01-10,7.99768780361434,8.69318287921223,5.08536816639219,10.8111691112026,4.90249311835419,10.9227166112924,14.0114392029029,7.08953487529268,17.932499756601,5.93126771385766,15.1070255914995,6.94422221866655,6.97614984548545,7.25718035235908,5.24933858267454
"317",2021-01-11,8.11272620828611,8.59542771193036,5.20338880942418,11.0448990904565,5.07746120072797,11.1163797264463,14.2998487706707,7.2307386122149,18.786840548912,6.13290562868607,15.5205956357638,6.12825877028341,7.34846922834953,5.79271573232759,5.8878405775519
"318",2021-01-12,8.07111250961459,8.85599070847364,5.13031705270001,10.5933050671119,5.23954254896828,11.4697245655088,14.213269999233,7.41419000678428,19.1503392202072,6.09738887755218,15.121728296285,5.65685424949238,8.17856276425687,4.98887651569859,6.34209919681348
"319",2021-01-13,8.83869045614744,9.55595764591976,4.94923205752,10.6195814514547,5.17093032327484,11.7731651746266,14.6311077009158,7.08245636874963,20.1284689773336,5.98302661018895,17.6635217326557,4.54606056566195,6.94422221866655,4.02768199119819,5.43650214343336
"320",2021-01-14,8.89393280929907,10.3763368944411,5.14422104930199,10.1012729042292,4.71793689777943,11.9373686816363,15.0735609351703,7.57229582017981,21.7262819788827,6.01438904447334,16.8720676464584,5.55777733351102,6.16441400296898,7.1336448530109,4.18993502999218
"321",2021-01-15,8.7084289452161,9.71559865077068,5.03204019970316,10.0688953247725,4.77984714980617,12.047170767973,15.5674632962808,7.88566746185042,22.2193833914353,6.13015236002714,16.7597401199687,7.58653778449403,7.36357401145817,8.04155872120988,4.64279609239471
"322",2021-01-16,8.66871868694961,9.35216607017228,5.86965127775484,10.4278375475631,4.77811229910486,12.5386182124031,15.598911139289,8.28792596152805,22.8010347239282,6.06828817861479,15.1730755689881,9.67241208569794,4.10960933531265,7.71722460186015,4.49691252107735
"323",2021-01-17,8.44089595302512,9.51710329365195,5.69046373778275,10.3050413658083,5.35607132140714,12.7866182282033,15.9431259276663,8.47282809001043,23.3416138912277,6.21924459461533,14.3527000944073,8.33999733546454,6.54896090146283,7.58653778449403,4.78423336480244
"324",2021-01-18,8.44610766530226,9.50885731026282,6.08234313066796,10.1812653076769,4.84070221756964,13.0663680193258,15.8802484362968,8.57462692655676,23.1753145245414,6.23269782661357,10.8012344973464,8.73053390247253,5.71547606649408,5.71547606649408,3.85861230093008
"325",2021-01-19,8.22762891427539,9.64523780136591,6.0995148686312,10.5052829275444,4.71969386762337,13.1046867148733,16.0724457598055,9.13132283584411,23.5906814225386,6.24596615218617,10.4986771653491,7.58653778449403,6.79869268479038,5.79271573232759,4.49691252107735
"326",2021-01-20,7.96188304565277,9.74103460121361,5.91208982699426,10.9016943075611,4.55507678198688,12.8374869558497,16.389108369384,9.14344736172762,24.0025767628983,6.05264623270766,11.0855260988773,10.0332779621949,4.49691252107735,6.68331255192114,2.82842712474619
"327",2021-01-21,8.0136204205651,9.80179856465337,5.83226423633643,10.4895477616958,4.22622401059801,12.8454947925798,16.6412321142984,9.00770260798176,24.1051183861039,6.13491685129798,10.8012344973464,8.04155872120988,2.16024689946929,5.43650214343336,1.69967317119759
"328",2021-01-22,8.21296573245311,9.22860183542094,6.18785429824641,10.5542210339112,4.28333267158999,13.2272011681472,16.0791857969105,9.15077645244684,24.4390321682416,6.15102254276188,12.3558353285671,4.89897948556636,2.49443825784929,4.71404520791032,2.94392028877595
"329",2021-01-23,8.77234755539548,8.99454199580422,6.2298655274248,10.5854154575134,4.26243678509591,13.0638396786853,15.3865909028623,9.43903414740651,24.727164736766,6.54939464728776,9.84321537348893,6.34209919681348,4.64279609239471,5.31245915016974,2.82842712474619
"330",2021-01-24,9.21650028758316,8.84006129353578,6.15861765565711,11.4184665148618,3.63233775288318,12.9772765634513,15.052072588635,9.52173409505504,25.2421725567252,6.32591545909244,7.78888096369861,6.97614984548545,5.43650214343336,10.6770782520313,4.49691252107735
"331",2021-01-25,8.58295356137587,8.52188060111099,6.67044960697431,11.4376637938534,3.8933485928319,12.7303896081908,14.7960075952832,9.47099254036765,24.9059426976241,6.23202064539005,6.54896090146283,6.59966329107444,2.82842712474619,9.62635271879577,5.18544972870135
"332",2021-01-26,7.66876450150817,8.29340775826789,6.54770562713321,11.8064212034237,3.62882451310872,12.3419412047656,14.116320829345,9.51321491477889,24.6948686824195,5.94189050888489,9.8770215933527,7.11805216802087,3.85861230093008,13.3666251038423,6.12825877028341
"333",2021-01-27,7.08332332932467,7.54510247966,6.5621051873462,12.1787285285217,3.9504262234522,12.0950903315787,13.8004903759141,9.44841053568483,24.5891918957866,5.99623830352927,11.1455023315337,8.16496580927726,1.88561808316413,14.0554457615387,4.49691252107735
"334",2021-01-28,7.13642567596492,7.67749161842723,6.85007075786485,13.4306609316602,3.77829461583948,12.3884913512988,13.5326351201226,9.56846672960488,24.0155375401143,5.82774959723484,10.7082522694727,7.48331477354788,4.02768199119819,14.5143607047182,3.85861230093008
"335",2021-01-29,6.5140155019146,8.2065180664829,6.53903116458612,13.3959996313246,4.03603032896515,12.5049263890199,13.1009144063537,9.46484617110983,23.1130581425294,5.57654019112262,7.58653778449403,6.18241233033047,4.02768199119819,15.9373774505092,5.24933858267454
"336",2021-01-30,6.32858755238191,8.8620378178901,6.95713919037744,12.9797231975768,3.92532333258117,12.2976503925811,12.7382099104015,9.52341315394872,22.1749066117537,5.54215899601842,7.40870359029762,5.09901951359278,4.08248290463863,12.7627931460511,4.96655480858378
"337",2021-01-31,6.50853050908998,8.84763314366605,7.57984707185132,12.7348849982388,3.69690300613023,12.2794412156442,12.1517072180265,9.47442831092441,21.4019167842986,5.37148516267642,4.54606056566195,5.73488351136175,4.54606056566195,12.2565175405668,4.49691252107735
"338",2021-02-01,5.89480487291954,8.31276372912923,7.06123001946227,12.9766273408331,3.49927106111883,12.2540539215881,11.9882663192036,9.43854401590453,21.4631391463992,5.45423887400136,5.71547606649408,7.36357401145817,6.0184900284226,8.37987005998436,4.96655480858378
"339",2021-02-02,6.89942322345329,8.45599352711509,6.51166535644191,12.2309827395639,3.7245736641382,12.275256623322,12.1209980723514,9.50171599929484,19.6852928349375,5.59228020777273,7.40870359029762,8.37987005998436,6.48074069840786,9.46337971105226,6.79869268479038
"340",2021-02-03,6.74262635803599,9.80134309830098,5.91898967523261,12.6746472800417,4.11737854981164,11.9131532567081,11.9536276308852,9.2574132293908,19.2814093291619,5.42832976718978,8.60232526704263,8.28653526310404,6.34209919681348,12.3648246606609,5.55777733351102
"341",2021-02-04,6.61399258838288,9.42390306505706,5.7758955485496,12.9545417927932,4.09018237206297,12.0965598081283,12.0413215993217,8.96622272234319,19.0936716748706,5.24850359943446,7.71722460186015,10.077477638554,6.84754619472471,10.2089285540757,4.02768199119819
"342",2021-02-05,7.19729257486197,9.60833768459584,5.95251190332146,12.2096377956941,3.97312399576382,12.3056269845347,12.0299588153197,8.76234389660977,18.6026110591847,5.204619201633,6.68331255192114,11.2249721603218,6.84754619472471,6.54896090146283,2.62466929133727
"343",2021-02-06,7.48970381692802,10.1067642533834,5.62973157006801,11.7878244864118,4.29567295338565,12.2031807461426,11.8734158956915,8.62446882675245,18.371399487517,5.23879877263364,3.68178700572909,10.5303793326209,7.87400787401181,7.58653778449403,3.55902608401044
"344",2021-02-07,7.20782950148302,10.0465117309036,5.71339278737749,12.0069601413819,4.16374046908276,12.2075097199975,11.7126402958281,8.0980718666326,18.328992115006,5.32870507726814,4.18993502999218,11.5854314646552,6.37704215656966,6.59966329107444,3.09120616516523
"345",2021-02-08,7.90399989155581,10.5455764979194,5.70300225266285,11.9105402643102,4.38035386698381,12.4022024429634,11.7935326232669,7.87438924653881,18.057695052827,5.33074565907192,5.79271573232759,13.9124245031395,2.62466929133727,4.49691252107735,2.86744175568088
"346",2021-02-09,7.7211444377483,10.9126868686808,5.42292939888637,11.3058139278616,4.43475950156654,12.2350833602555,11.4158257622737,7.85970853540414,18.0109715951279,5.2553959655122,3.39934634239519,12.7627931460511,2.05480466765633,4.49691252107735,2.62466929133727
"347",2021-02-10,8.13055147864761,11.2945263969151,5.23954254896828,11.4090793597352,4.3628475535492,12.4501701380421,11.2551478901748,7.75874978319305,18.1663354993572,5.22729067596726,1.24721912892465,13.0724477007517,3.55902608401044,1.24721912892465,2.62466929133727
"348",2021-02-11,7.8477216243874,11.149894755612,4.99642729500647,12.3633345346766,4.22516754890579,12.1266548751568,10.8519562357822,7.64268807104029,18.3975390314952,5.32992342904052,1.4142135623731,10.1980390271856,2.05480466765633,5.35412613473634,1.63299316185545
"349",2021-02-12,7.7211444377483,10.945365247819,4.84386314877719,13.2785599016318,4.33719085236007,12.1391841663539,10.6202193635348,7.69769079872802,18.4712193073293,5.10728976396067,1.69967317119759,8.48528137423857,0.471404520791032,5.90668171555645,1.63299316185545
"350",2021-02-13,7.89495770367753,11.0649174402335,4.94252682628748,13.5085007249781,4.05620587771984,11.8670775776067,10.4555827720407,7.7543340955128,18.4075726434127,5.11732330507067,3.29983164553722,8.52447456836295,1.69967317119759,5.90668171555645,1.63299316185545
"351",2021-02-14,8.37878759920867,10.5504134748263,4.78344829082749,14.1414140677916,4.00382470206901,11.6587785082956,10.5185726265416,7.7163621576265,18.7182450304868,5.11990788002511,2.94392028877595,7.58653778449403,3.29983164553722,6.34209919681348,1.69967317119759
"352",2021-02-15,8.41221172596416,10.8338566069333,5.09501557146486,14.1287808737906,4.09205302497214,11.5477504185412,10.5085060293669,7.47600115676815,18.5617682871177,4.97284240591098,3.74165738677394,7.87400787401181,4.02768199119819,1.4142135623731,1.69967317119759
"353",2021-02-16,8.44512599439609,10.6761225094476,5.12235496702086,14.7535882871571,4.00637247496576,11.5465203825115,10.5621246629793,7.18208459264109,18.9038335395247,5.05587640380329,1.4142135623731,8.2192186706253,5.43650214343336,0,0.816496580927726
"354",2021-02-17,9.21843760280096,10.0896491717088,5.02392236388734,15.0293505365675,3.96154989253201,11.0196348065709,10.9861087960374,7.36934734241956,18.7937040367121,4.95665818392232,0.942809041582063,7.48331477354788,5.73488351136175,4.10960933531265,0.942809041582063
"355",2021-02-18,9.14118288241713,9.80283955113548,5.53836342142289,15.3895007941739,3.89580491277057,10.7783973542081,10.7717387026888,7.28097384610845,18.5941930259034,4.80373674315197,1.24721912892465,9.56846672960488,6.59966329107444,4.18993502999218,1.24721912892465
"356",2021-02-19,9.71139662920818,9.63749851107747,5.6627137072796,15.6183353133163,3.74489448367742,10.928265853379,10.9871651885262,7.35596481275125,18.4034848825811,4.84773427021135,0.471404520791032,8.17856276425687,7.03957069398096,2.05480466765633,1.24721912892465
"357",2021-02-20,9.81792145174594,9.14508901330241,6.16358628708704,16.3108749874782,3.59900071164886,10.8789742996085,11.098755405934,7.29933238222505,18.9153964974856,4.84487049025716,0.471404520791032,8.17856276425687,7.25718035235908,3.39934634239519,1.24721912892465
"358",2021-02-21,10.2486310683676,9.12854627763135,6.32727735882585,16.2128696675556,3.45875847726921,11.0002766859861,11.1419626871441,6.8884817565731,18.8118333573167,4.7691450748268,0.942809041582063,6.59966329107444,5.43650214343336,3.85861230093008,2.44948974278318
"359",2021-02-22,10.4984814256586,9.24082556608754,6.11413551217378,15.9448587453186,3.37060371265373,10.5744737538492,11.2677386776532,6.8798634950775,18.7750168579091,4.85611492063282,0.471404520791032,5.73488351136175,4.18993502999218,4.92160768674447,2.44948974278318
"360",2021-02-23,10.7586581175254,9.27306831196489,6.13163426628743,16.660321921578,3.72577207448609,10.631531493361,11.4869280960861,6.73699211357814,18.4960769250773,4.85365742743091,1.24721912892465,5.43650214343336,4.54606056566195,6.37704215656966,2.62466929133727
"361",2021-02-24,10.7638733450257,9.51100329478806,6.53825087388025,16.1017174898347,3.65805652649333,10.7333259228651,11.5248925145442,6.714317167665,18.2009497518444,4.92124487132229,0.471404520791032,4.78423336480244,3.85861230093008,4.54606056566195,2.35702260395516
"362",2021-02-25,10.711606807952,10.2541056983761,6.3603523198525,16.7437164577141,3.50364241955164,10.6184003551278,11.3720103727184,6.97968576016198,18.1578358925726,4.84944168458801,0.471404520791032,6.0184900284226,4.32049379893857,6.23609564462324,1.4142135623731
"363",2021-02-26,10.6241446234317,10.4400621626111,6.43442194095831,16.2488225633083,3.29869330963344,10.6242460595594,11.3540823255658,6.79650769448292,18.1802694664724,5.0268978639482,0.816496580927726,6.18241233033047,5.09901951359278,4.78423336480244,1.24721912892465
"364",2021-02-27,10.4008928188195,10.6451938949568,6.28195910557221,15.6772290346248,3.17194333016779,10.5368207804692,11.2960328042136,6.78826288128103,18.6267181839953,4.92076657375689,0.471404520791032,5.24933858267454,5.09901951359278,5.31245915016974,1.88561808316413
"365",2021-02-28,9.82473970159421,10.178508771737,6.26416761576248,15.3374874216139,3.42484916992481,10.638522036641,11.6914794055624,6.63149964928064,18.4321198004363,5.05606903674927,2.49443825784929,5.43650214343336,5.90668171555645,6.34209919681348,2.82842712474619
"366",2021-03-01,10.6399804357653,10.3556033338557,5.99361905594234,16.0366289907747,3.10200725008692,10.3640103245464,11.3112763205142,6.45201048124233,18.5746584586574,5.0275597896514,3.77123616632825,6.18241233033047,5.43650214343336,6.97614984548545,3.55902608401044
"367",2021-03-02,10.3349515959097,9.91565192315788,5.87399578912109,15.5272554968773,2.98871175578771,10.2715109097348,10.9554365114643,6.54434902643919,18.4606575440324,5.0901777876524,4.49691252107735,5.8878405775519,3.39934634239519,6.23609564462324,3.39934634239519
"368",2021-03-03,9.89047160510704,10.0387006232919,6.10985737500125,16.373627065049,3.34934504715444,10.4677551663452,10.9450227616475,6.74764550855321,18.0375974700085,5.06740540281073,4.71404520791032,4.78423336480244,3.2659863237109,8.17856276425687,3.2659863237109
"369",2021-03-04,9.99661932651152,9.63253415699702,6.28520696004612,16.8278725903891,3.5404009342884,10.4592848648044,11.1375474806082,6.85702183737284,17.9191340649013,4.96142084264769,4.08248290463863,4.92160768674447,2.86744175568088,6.59966329107444,2.05480466765633
"370",2021-03-05,9.89665991893328,9.65660395791398,6.57637624302289,17.1340379100211,3.72251834879868,10.4178428846517,10.7557230100706,6.82318100612065,17.6111909290039,4.96921780142413,2.94392028877595,3.2659863237109,2.94392028877595,7.36357401145817,2.16024689946929
"371",2021-03-06,9.53537987642627,9.37341823390779,6.64899869705728,16.7470679736569,3.70655101248631,10.4480581294053,10.3666021150802,7.12667849022669,17.5605437564258,4.7560059467518,2.49443825784929,0.816496580927726,1.88561808316413,5.43650214343336,2.16024689946929
"372",2021-03-07,9.24551739151113,9.59186251624846,7.06529315364471,17.1388016036175,3.89465882291874,10.5988990459061,10.5577206567263,7.22325915152346,17.6599143621361,4.7457557747475,1.4142135623731,0.942809041582063,1.88561808316413,5.79271573232759,0.942809041582063
"373",2021-03-08,9.49241103971687,10.0257321988196,7.65186385190976,17.2589816901111,3.93748987689013,10.4692747514778,10.6176053964708,7.09159524758626,17.9679032792074,4.75144735081883,2.62466929133727,0.816496580927726,0.471404520791032,4.89897948556636,0.942809041582063
"374",2021-03-09,9.35162050782906,9.54126376774661,7.7046070235772,17.0357891582661,4.03429178469798,10.4294756892349,10.8904946234509,6.93330898461758,17.8677381578556,4.81355996625553,4.24264068711928,1.69967317119759,1.4142135623731,7.07106781186548,1.63299316185545
