"","date","opt JHH","opt SH","opt BMC","opt HCGH","opt SMH","mod JHH","mod SH","mod BMC","mod HCGH","mod SMH","pess JHH","pess SH","pess BMC","pess HCGH","pess SMH","NA","NA","NA","NA","NA"
"197",2020-09-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198",2020-09-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199",2020-09-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200",2020-09-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201",2020-09-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202",2020-09-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203",2020-09-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204",2020-09-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205",2020-09-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206",2020-09-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207",2020-09-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208",2020-09-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209",2020-09-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210",2020-09-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211",2020-09-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212",2020-09-28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213",2020-09-29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214",2020-09-30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215",2020-10-01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216",2020-10-02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217",2020-10-03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218",2020-10-04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219",2020-10-05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220",2020-10-06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221",2020-10-07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222",2020-10-08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223",2020-10-09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224",2020-10-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225",2020-10-11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226",2020-10-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227",2020-10-13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228",2020-10-14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229",2020-10-15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230",2020-10-16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231",2020-10-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232",2020-10-18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233",2020-10-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234",2020-10-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235",2020-10-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236",2020-10-22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237",2020-10-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238",2020-10-24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239",2020-10-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240",2020-10-26,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241",2020-10-27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242",2020-10-28,1.99990293146956,2.55414800146646,1.27305356864065,4.18663572078411,1.05621093902693,2.18996652046742,2.77332977207748,1.20938828646339,4.33511359442209,0.9486109981382,1.56026088820503,2.15836433100759,1.21069986790155,3.54425157328781,1.14893324032331,1.171537451386,1.45510953195971,1.15913491449443,2.82389358864671,1.1829518164321
"243",2020-10-29,2.01126435467831,3.54197126411651,1.27305356864065,3.55144741787358,1.05621093902693,2.10956733678319,3.77981970959423,1.20938828646339,3.84347379454158,0.9486109981382,1.71617909095144,3.30044252796929,1.21069986790155,2.84028552996545,1.14893324032331,1.32847421879388,2.42383992870816,1.15913491449443,2.31894372506104,1.1829518164321
"244",2020-10-30,1.99454472091825,3.8794909645965,1.18275851810513,3.80735598814601,0.844823995741267,1.92521354346178,4.11194519400048,1.17136034080507,4.08248290463863,0.785674201318386,1.9242418564695,3.8224266985197,1.00681792392928,3.00824269180562,0.889575425601799,1.59564837918634,2.98200331153404,0.807774721070176,2.71082897837543,0.873122986755016
"245",2020-10-31,1.98212057169505,3.48866563813079,1.42133379766044,3.92366928581118,0.844823995741267,1.76926976481425,3.66423413512048,1.41227229369908,4.34266169099255,0.785674201318386,2.05385550298133,3.57772539147424,1.30533386157887,2.73217003920711,0.889575425601799,1.69631954536874,2.82300814734921,1.1313017943944,1.57301462167394,0.873122986755016
"246",2020-11-01,2.06969257691926,3.71738120869919,1.42133379766044,4.28464966109695,0.988271142697566,1.8287447252783,3.95069926612467,1.41227229369908,4.76167253989909,0.965807763733726,2.18197281237782,3.78709100743985,1.30533386157887,3.27556526130723,0.985317554962153,1.89699598049126,2.97237278954037,1.1313017943944,2.46573391711271,0.879985795339901
"247",2020-11-02,1.79153290175666,4.57394401661372,1.44450096157092,3.77925949102047,0.994756814331186,1.5852544117802,4.78613251716657,1.34256066373273,4.17545369753359,0.934955967508469,1.8430779547844,4.79105353050696,1.42390778665262,2.73260547081562,1.02242843505967,1.75423594479192,3.6486084676216,1.22417063761552,2.02604139888601,0.796868872525462
"248",2020-11-03,1.63943965488332,4.10031577843463,1.56012270921878,3.43444799588997,0.972778566147556,1.47297907403253,4.2628306283157,1.45355625579188,3.50321966353438,0.919421599059733,1.77546903757594,4.31376475130086,1.42948470849684,2.82621786776072,1.02242843505967,1.67611902918617,3.4128433893163,1.193471826228,2.85457418015367,0.813845040532902
"249",2020-11-04,2.48412660725039,3.34519394091971,2.12960627539553,4.56438432975776,0.777139459819311,2.19778227165028,3.26487048543952,1.98785320299386,5.00023147612336,0.809483823406405,2.8308448088769,3.60812834097204,1.88705474476924,3.16707105759859,0.809392366148543,2.82486172227952,3.35326333591622,1.34513010523146,2.30458103567655,0.651440711039769
"250",2020-11-05,2.79149135500216,3.41388906524968,2.17693864300763,4.25118871597096,0.4751077663519,2.44239181495881,3.35190300758999,2.11911656282959,4.60012822627986,0.491613479720677,3.06337967977572,3.65243393460291,1.98015886971624,3.08141074948142,0.48780487804878,3.25861838054105,3.27022552739104,1.36106575888162,2.54938718126533,0.496078370824611
"251",2020-11-06,2.8181215069916,3.45323359296287,2.18802407290002,3.31904936969666,0.711920664158657,2.45452467048606,3.15091109692748,2.09617441734429,3.56735119003324,0.711458248603651,3.10820142869736,3.53212502583025,1.9810223957094,2.5382557820734,0.733331530652337,3.25381987055215,3.36096619292727,1.36650786679038,2.12716801170006,0.717526131928308
"252",2020-11-07,2.94382686736314,3.34519394091971,2.23980348437546,3.26039163402523,0.957694255123564,2.61896310857186,3.05201815440453,2.11297838148041,3.35681032871838,0.892882617704381,3.23281159228244,3.35090796293865,1.99064588240835,2.34644414358765,0.978425813830937,3.21519828315456,2.95039721901984,1.43608626133669,2.29128784747792,1.05326872164704
"253",2020-11-08,3.17925248886039,3.12577782792257,2.05898366198079,3.46655254981103,1.00253264666877,2.7582647971792,2.85082954259506,1.83143841465299,3.4756156257636,0.919421599059732,3.73202613017218,3.34228670648053,1.97891923946772,2.85868329765851,1.00237671161144,3.94770502950765,2.80167360697138,1.47219012019508,2.62913365008324,1.05408431825922
"254",2020-11-09,3.31038147997537,3.18939554262206,1.71043108905985,3.59653819603786,1.0656801799401,2.81839136813503,2.91559357096565,1.61493798374985,3.6652985663172,0.948610998138199,3.87175436411429,3.39699275622451,1.68945358639502,3.33772267024066,1.03658536585366,4.1029714841807,2.9364093720052,1.38061354114756,3.5975469072689,1.18215904175369
"255",2020-11-10,3.61177482305011,3.46722450340252,1.70605577854105,4.29989726099861,1.0519750280461,3.11171731307462,3.19275317547507,1.65230437249588,4.30439052338165,0.974424313881907,4.11727617693933,3.84074712640583,1.80091853092436,4.08476515423577,0.999404938953555,4.18479390173519,3.5300274432361,1.60759914157728,4.25257275070045,1.20513225415305
"256",2020-11-11,3.69477175206885,3.96528163789288,1.58950793189391,3.9044932865853,1.10724627867009,3.22520083699566,3.72883832497097,1.62380588182151,3.88601083978333,1.03185710296183,4.42251015530384,4.5071824496842,1.54165829271378,3.71212781580597,1.09376035730628,4.29314497192909,4.21883796204595,1.60268329684938,3.95187850901315,1.28931910324791
"257",2020-11-12,3.97261855364056,3.74998847337402,1.69420891773254,3.87005934253116,1.18070504505021,3.52411835086332,3.80139675434578,1.64687320642018,3.71816620730304,1.0738745025318,4.77739135655706,4.20765286747643,1.55548768536489,3.86939131816766,1.12750481281231,4.76281166959182,4.19851164104615,1.63075902573004,3.92396483164669,1.33580500073925
"258",2020-11-13,3.7519875099012,4.00380803472239,1.68011351736743,3.35609368149217,1.22024387825742,3.30180563312825,4.06947341244483,1.64011776485071,3.22300703511837,1.15034884671381,4.35468321616475,4.49542036779262,1.45198790889144,3.42559217319594,1.15287448218942,4.1641325627314,4.27125201199835,1.68814802372304,3.48425027803687,1.40890028036054
"259",2020-11-14,4.02420543907792,4.14964913626293,1.81217862284887,3.65553090005753,1.32452785720228,3.48132141081976,4.34813671208036,1.72458519694126,3.27730693416725,1.23322071557906,4.7568636030991,4.56872955081682,1.51636914100838,3.51323240102741,1.21755941213158,4.48662944201992,4.29272640637625,1.7519631845447,3.98432475458515,1.59373774505092
"260",2020-11-15,3.55613849462967,3.90418252270793,1.70588508477099,4.30276885233757,1.36064071422058,3.13532245767166,4.02844822006296,1.56796198968514,4.0821048794603,1.31894889979648,4.24034403664112,4.0446827632785,1.66770243445138,4.14698703726091,1.30783799232101,3.81851983758105,3.71071084834159,1.78601336781111,4.48713438622023,1.63171688720807
"261",2020-11-16,3.42434340970926,4.26505979250106,1.84611456815724,4.60569267940749,1.46748429482177,3.04695760017824,4.61263547613133,1.80923177506703,4.49060709995879,1.41236335027363,4.08165102309843,4.03708271934176,1.76134041218349,4.82312062506735,1.48480304929019,3.73363094051889,3.47488758810987,1.70472688428381,5.02118947561233,1.7298392266335
"262",2020-11-17,3.69130889560994,4.34680986470572,1.73723386706963,4.98758194870687,1.4888750009564,3.39514449955219,4.68173456594384,1.65199301838253,4.89921573466762,1.47777313653778,4.38958328363026,4.14449384946976,1.79052466729059,4.95986269503492,1.52609660594738,3.84380589390255,3.82066748095147,2.05756986515647,5.02866781563467,1.7298392266335
"263",2020-11-18,3.5413751647094,4.29563429241036,1.84454969067194,4.92611330049015,1.53150483167078,3.47609660387212,4.66279785251763,1.70420685001977,4.85722066542098,1.51998574103484,4.28923434092961,4.38056181696397,1.89228843009647,5.05662463573501,1.64706397876607,3.74163650693116,3.93223854820635,2.23519434278096,4.91426495012225,1.83877506781009
"264",2020-11-19,3.2717296799466,4.05419018489256,1.88161864579155,5.25770172286661,1.58930945237768,3.49792952672533,4.57975917505592,1.72915272194288,5.19562441209428,1.54235470132242,3.47971516198759,4.33899628447553,2.10802833525189,5.53524212780655,1.64611561233141,3.47266108337684,4.12748031491369,2.47878498462452,5.22181422017291,1.88410290324069
"265",2020-11-20,3.20853438611608,4.09590433637589,1.99484885916921,5.6485603542036,1.4331673988843,3.44220357214659,4.57323991494169,1.75857686570493,5.36700884577409,1.55188610410356,3.73188665279267,4.27088771288102,2.16084346895443,6.13739428147887,1.52823904368981,3.63986177622173,4.44112527970108,2.68281568505926,6.06422655826776,1.64297748006478
"266",2020-11-21,3.19209542046223,4.39941469615694,2.07763840196538,5.040383882102,1.43030301036134,3.37072647691375,4.92397622233642,1.78035596231139,5.22447908942412,1.51973190004388,3.36629548178294,4.39567753181601,2.28891750988178,5.57118233195142,1.53173838713245,3.04456482933111,4.80037433436185,2.62794477681705,5.64733067475245,1.73132896931808
"267",2020-11-22,3.0985417465529,4.45231910686964,2.07334745911861,5.04396935251303,1.41125912183469,3.52361959662623,5.14841459475693,1.80389287166822,5.2705522339201,1.62973484508828,3.38145905169099,4.45714607125854,2.31231861355928,5.87577124179467,1.50213015513784,3.16027589776589,4.91615640007516,2.6153393661244,5.97996655509042,1.73920779379578
"268",2020-11-23,3.17042436780009,4.50328220119619,2.16242130676072,5.30419048038319,1.35355976985558,3.52361959662623,5.30548283836148,1.920665893901,5.57078160420563,1.69023967261795,3.21812608742645,4.44406374369239,2.42560331824183,5.87577124179467,1.47132011042494,3.31829681463247,5.57443943370093,2.59419423906538,6.09404165968694,1.77829799246358
"269",2020-11-24,3.01576821380333,4.68419809166881,2.13895233375441,5.21675109430259,1.45702927577525,3.39445000100574,5.19611942361527,1.91706920088651,5.64285574754967,1.71301301228184,3.15888970622364,4.57321951193496,2.32811873050312,6.0328887425028,1.54218877654022,3.37358766745434,5.33407384182109,2.61411433376584,6.7841727572343,1.81727818453862
"270",2020-11-25,3.05545023939202,4.76382442479598,2.31195654182236,4.98768412090248,1.46422304903467,3.26728546671203,5.26222529821398,2.08288060924603,5.49306677356785,1.76934244914091,3.20907862225394,4.49654504159853,2.17323095369735,5.9648110490345,1.46711929453274,3.46229692545281,5.53272932195314,2.73175767592955,6.85218943112346,1.94148783153539
"271",2020-11-26,3.15530988806153,4.70709696866407,2.19152590658167,4.81729072074037,1.48383019394279,3.32173909530595,5.12143348417068,2.0212137968607,5.37033045962181,1.85783754850981,3.35035313826775,4.87013076889392,2.00226671074653,6.1279244011161,1.5241463219481,3.65,5.95210046958215,2.85032892838704,7.20372082676723,2.09224759529077
"272",2020-11-27,3.06809957024586,4.81507376160127,2.21294693139874,4.81251795366343,1.54436443745909,3.28048381707243,5.13851349980267,1.99869213066849,5.12136652288512,1.73383183714747,3.58779161344566,5.45687762231204,2.06454446378629,6.2606601533877,1.60832345709847,3.78475560637672,6.01143441700897,2.97951338308792,7.37223465104035,2.03466059823254
"273",2020-11-28,3.03733632062364,4.7692005714387,2.23066241036209,4.88033909924342,1.47487388569946,3.30018237430959,5.17320043527063,2.05686894977371,5.1250731869377,1.72935103633089,3.9528000452213,5.31960389538613,2.21347342527579,6.47247409268112,1.65134740290837,3.98150018837121,6.4678894355114,2.91737788947541,7.78699837870793,2.06018809820851
"274",2020-11-29,3.10951787418664,4.72367817279221,2.26159346884475,4.97162713473296,1.53177417131812,3.12836923995696,5.17836853515382,2.10492922050116,5.08507863177729,1.69631550207468,3.99732212563432,5.51850491439343,2.34805981396268,6.59565591719196,1.79363671325368,3.99656102167851,6.93537129503533,3.00413777147454,8.270996010155,2.28360323830564
"275",2020-11-30,3.13711506586002,4.60808936674729,2.20101697433777,4.88633202177743,1.59234500652844,3.41092813278487,5.25165726014676,1.96566899434673,5.19641640789352,1.78016333000135,3.86944897060414,5.44099275331096,2.24721388741707,6.65388920278231,1.73912016977029,3.89863758254085,7.43454773338634,3.01247406627841,8.57495444594314,2.31540358253156
"276",2020-12-01,3.01515661363414,4.53811969003092,2.26729455978602,5.12354109933629,1.55160684520341,3.60159001238119,5.30919014539883,2.05102520451962,5.25236735442112,1.83239781593133,3.95048547833993,5.32753781135989,2.18330150756435,6.55881050503275,1.87935494648353,4.20919751853011,7.682406849419,3.19364603548984,8.92215465848917,2.40818915370035
"277",2020-12-02,3.13207533378868,4.47181037330007,2.31060214727599,5.14593268172473,1.48938017113943,3.55381902038211,5.28475821681095,2.06379729122297,5.33940626467581,1.83162565436361,4.24279842662772,5.31735286800707,2.2245988348924,6.33542160589567,1.94755753928557,4.43536920672902,7.88866869313194,3.26991494537702,9.3634595636442,2.54702645255207
"278",2020-12-03,3.05692710408069,4.65992147051159,2.30459755490466,5.23407302165627,1.51115149136917,3.59912540816567,5.21075046792278,2.19542094229207,5.71193489759367,1.83143841465299,3.97800317002161,5.25812026045513,2.38189182905235,6.63361950921067,2.02541848702699,5.01608350708,8.07867563403805,3.3270670266768,10.3397292034173,2.70138853184802
"279",2020-12-04,3.10638691115994,4.74867649073887,2.30146813210723,5.19501512925711,1.46758350838143,3.66877044024423,5.02684835553797,2.27928285113996,5.81707758521176,1.93912411463568,3.86669991506899,5.4816225338678,2.31273663515866,7.05903760421206,2.0248309834651,5.72363520850167,8.67957372225157,3.41355295110534,11.2832217805909,2.71753564834024
"280",2020-12-05,3.16753748170066,4.85379434732398,2.42192257247722,5.18503269532046,1.52024525111208,3.66024268911364,5.28906363182642,2.39984567405058,6.06961218233058,1.99226900856012,4.02440872131752,5.64595952983127,2.35631090282908,7.49877047228903,2.10862792336978,6.0865502339174,9.12821861044092,3.68026833260837,11.8148212005091,2.70159096644921
"281",2020-12-06,3.13245495064361,4.70624110940916,2.44822134718425,5.25056604439478,1.53907582604336,3.80324567187075,5.31174901897704,2.38953479640073,6.2648109830185,2.00453874569448,4.23056496846571,5.72782691688288,2.4442626675753,7.33177385037075,2.28035737203621,6.45832795698701,9.76905189872589,3.73697738821096,12.4824814740499,2.7119815172674
"282",2020-12-07,3.15236297358224,4.68214615954805,2.43208111787126,5.3489552969994,1.50552059078112,3.71464818133711,5.45715321958278,2.40945425805794,6.30473290984415,1.97382998282461,4.18603667374145,5.67293426934168,2.57833835510561,7.55345810392704,2.3735103659908,6.88748865697795,10.6835153390633,4.11398149606923,13.0023074875193,2.83480047798782
"283",2020-12-08,3.11361225601201,4.55867615727672,2.40959723787922,5.35648996644356,1.47367230527539,3.72636585282978,5.44639672732215,2.42604961516737,6.51359109851304,1.9393230615088,4.14628766105696,5.67601380011813,2.79704633027523,7.90075448772535,2.5945820546039,7.79599256028378,11.5823141038395,4.21277818072587,14.0430087143034,2.9748949561287
"284",2020-12-09,3.03245085832539,4.65321980577931,2.31997216861775,5.49094719553264,1.4625979949241,3.73238891640724,5.32936934736218,2.43705040523183,6.66363099609561,1.90216377405302,4.4375667668478,5.79288831471571,2.77376701657238,8.14038777620184,2.59936385390219,8.11817982986334,12.1307911427903,4.60644928334178,15.3188558237879,2.95550334122633
"285",2020-12-10,3.12104635968229,4.81069226584722,2.31001394586704,5.6308457050537,1.49045512443476,3.80108099561872,5.51269733992274,2.53081150201088,6.73893443441806,1.81280595544553,4.55374737002982,6.11786862218262,2.91881524782266,8.72657056972485,2.62376567960316,8.46134593312435,12.6990157098887,5.15260856266028,15.8897323372674,3.04712979703852
"286",2020-12-11,3.15193186225782,4.84104387425109,2.33050225238686,5.84020428748319,1.49926980374768,3.8404724182139,5.65857416592032,2.53081150201088,6.68169602184917,1.82423857126293,4.44051502712549,6.56034088869227,3.09189033469185,8.88106354602346,2.57421086364224,8.80024857603466,14.0782134431184,5.53227744694714,16.2395928212502,3.21869538788622
"287",2020-12-12,3.29488531842446,4.91674973089254,2.40144625468692,5.80636697510468,1.51765716265723,3.79926487366266,5.6740148435164,2.79991181518981,6.6241118668612,1.9318818164002,4.71779448163754,6.41096992627464,3.08765460274713,8.94809542079913,2.66133216184475,9.81636866412422,15.0113290550837,5.84934558305457,17.3646147020313,3.72237743250198
"288",2020-12-13,3.28198620118021,4.71947406122694,2.2941283894629,5.90070473648673,1.60766322285569,4.04156855763151,5.66057376385794,2.83972590400492,6.79270643912834,2.00812820187643,4.84887618298855,6.49766580520431,3.06046541273288,8.94195207106178,2.73595053720975,10.3811653368011,15.5827629129112,6.08147802758507,18.5441196879226,4.11855557204222
"289",2020-12-14,3.34662270365068,4.72627175364123,2.27839834791129,6.08877357349609,1.53437007864994,3.91511220356831,6.08290347429914,2.76681478605935,6.98702992018956,1.97487215470644,5.07083963798367,6.75232130090272,3.08408823446308,9.08768181318295,2.69961550129797,10.7806539690317,16.5894120977809,6.40067135150681,19.7223065334661,4.18957038370284
"290",2020-12-15,3.33062489559415,4.58770141739611,2.20785297712925,6.05503487233561,1.52914211877233,3.73876919075361,6.19296333951318,2.84310527407117,7.20900975679221,2.03878292186028,5.51187134814276,7.14834942239147,3.21204325807283,9.42105335310097,2.71513373878934,11.2627635929198,17.4003591916949,6.64623953826523,21.2198278444949,4.51661861905563
"291",2020-12-16,3.34849295312798,4.67186259216596,2.28991460507626,5.99254958978539,1.49813638508293,3.69331877402012,6.44776947002186,2.80301804326901,7.13362081648308,1.97011276511529,5.79503161627876,7.50756113012382,3.16615523386044,9.76823178325159,2.83189533209147,11.8001853798998,18.6201126137841,6.749988425916,22.129674647405,4.76681235208604
"292",2020-12-17,3.44002531611966,4.75536610138824,2.23130415702586,5.97596437894661,1.50608462820854,3.7989602216175,6.67250258968311,3.00411240768795,6.86876665918863,2.04140944881788,6.12570334924105,7.45575886638286,3.2918020501932,9.75530484584342,2.77524109172377,12.8494588893852,20.1977566823645,7.48815731672352,24.5156072737348,5.19276840904734
"293",2020-12-18,3.39604353607263,4.85893111496702,2.17752935894188,5.97903753171235,1.52648963108248,3.77328163817487,6.7249701046245,2.92960095036765,6.97002080242825,2.02511240352569,6.09425520145327,7.77013034893883,3.26339731666264,10.0117494924743,2.77076283905561,13.4960873959826,21.5400208913548,7.90995219644215,25.6852949175204,5.66546555898101
"294",2020-12-19,3.26786311832232,5.00279715008562,2.10009423296385,5.94772866150772,1.51756122276506,3.78089695123127,6.90052780232188,2.79101782890436,7.09519703656314,2.08832734769028,6.13278848376133,8.02405663180776,3.64509726713198,10.1221863034705,2.87393774183818,14.3749782608531,22.7468541781056,8.25710867979828,26.8858582715895,6.19026453392745
"295",2020-12-20,3.37038704678783,4.98759654486296,2.12604810973908,5.82917458750949,1.5653402138824,3.84832236799504,6.93682915786688,2.75316254116101,6.89073053837819,2.09365754612328,6.08023147200196,8.71421466227737,3.68464263052655,10.4473411137673,3.03313056481261,15.3795674110165,23.7290400933118,8.75477548255808,27.8666915869107,6.80614382378157
"296",2020-12-21,3.40643866923943,5.05447526042198,2.15497958321013,5.69738029290183,1.59958256099329,3.92858924336367,7.14072609303861,2.74361710926464,6.96480349000034,2.07713068421,6.46921047088416,9.183113074262,3.79525048374732,11.1423980322186,3.02756029772084,16.6678911008562,25.2100674334679,9.39534459187102,28.6121668831635,7.3109506905737
"297",2020-12-22,3.48104764934688,5.0211955804517,2.19415967377662,5.67457323353111,1.5644253043974,4.13866102612466,7.04319905648318,2.79046485401786,7.23408332763874,2.19198174048446,6.65224620229818,9.44045019797846,3.7899174295156,11.0004867125031,3.10832104621665,17.4667496618575,27.3468433964507,10.0013670940527,30.6173944637685,7.78781098897502
"298",2020-12-23,3.49553123645858,5.06663597152453,2.26933788593388,5.71804276014682,1.5863139822495,4.21672603611485,7.09413966301052,2.84342188409915,7.30592521244754,2.08758824756177,6.95636309485323,9.83498593009122,4.31535035211639,11.0278971327059,3.24401705280743,18.1675147928934,28.5571767468355,10.8843637848062,33.2014212798187,8.40252008328454
"299",2020-12-24,3.57551999379032,5.2150203903132,2.29280579888717,5.54951853416822,1.62428666371129,4.24772996747006,7.76883855783623,2.87311696549126,7.49421358858856,2.04399065683105,6.91635458443653,10.3444901806211,4.6376110283173,11.6055023976237,3.41724638755968,19.064758062981,30.2439844225261,11.515037722474,36.0353905903627,8.77452812121541
"300",2020-12-25,3.54990285559496,5.08966413590159,2.28036787666812,5.56676837936713,1.64238255787224,4.32156521713209,7.9128645840761,2.87615903755823,7.84745574873762,2.17819031114135,7.03733563231879,10.7684860353329,4.72719485610806,12.140952864845,3.62679318301795,20.0985035201629,31.7458658725825,11.9707716960938,38.8924478530215,9.15693043546799
"301",2020-12-26,3.52963141767292,4.98211024614998,2.32236623730689,5.65766495592702,1.68279784451465,4.43984136631307,8.22069972557398,2.83853311292931,7.97894068865232,2.37463447479583,7.7822939260056,10.8231209205312,5.03414870485859,12.3798028313848,3.70217872409957,21.6788743653816,33.8337017631828,12.7186870391562,41.6571553727568,9.51379754619574
"302",2020-12-27,3.62069970844085,4.98373193730438,2.3921214727987,5.661048079597,1.70041383694385,4.38457945954193,8.25873503568039,2.83490636556288,7.92425994952207,2.53730736597089,9.01826588495169,11.613931407429,4.83683811745028,13.0178571355712,3.73523267243048,23.1377363575178,35.3378316220732,12.8833164887773,44.2252755785648,10.2837781845973
"303",2020-12-28,3.72973749539584,5.11400281821141,2.38387002028835,5.75042504445539,1.7336402468285,4.80171829955256,8.32868182938268,2.81639819014146,7.75583323992605,2.49421484274227,9.34443212077258,12.0022801720249,5.07851793713822,13.7664508694848,3.90609584764246,24.7701906280513,37.0232507182986,13.3765127649175,46.5485482453535,10.6136409869564
"304",2020-12-29,3.74231236561443,5.0359333897666,2.4539041865963,5.77317203945301,1.7166056438632,4.94214643504819,8.42118303631613,2.95036383797084,8.03163220722964,2.52129136572742,9.5298772489852,12.4572558884879,4.98474770641496,14.1848508646076,3.88838934309847,26.4447271445557,38.7142092777316,14.0447888467574,49.1392647864211,11.2157743268131
